City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,narsaq,60.9167,-46.05,-16.88,68,1,2.77,GL,1674321677
283,valdivia,-39.8142,-73.2459,22.05,51,97,2.57,CL,1674321677
284,ostrovnoy,68.0531,39.5131,-6.27,86,15,5.55,RU,1674321678
285,spring hill,28.4769,-82.5255,20.69,51,100,4.63,US,1674321405
286,chokurdakh,70.6333,147.9167,-39.73,100,93,2.67,RU,1674321678
287,pizarro,4.9533,-77.366,26.14,84,33,2.89,CO,1674321679
288,oliver,49.1831,-119.5524,-2.86,86,100,3.09,CA,1674321679
289,porto novo,6.4965,2.6036,29.63,64,24,4.91,BJ,1674321679
290,kruisfontein,-34.0033,24.7314,23.27,82,21,4.17,ZA,1674321680
291,hami,42.8,93.45,-8.78,38,66,3.87,CN,1674321680
292,kashi,39.4547,75.9797,-10.44,73,41,3.0,CN,1674321681
293,ponta delgada,37.7333,-25.6667,15.4,67,75,4.63,PT,1674321681
294,mahon,39.8885,4.2658,7.31,53,40,4.63,ES,1674321654
295,christchurch,-43.5333,172.6333,16.06,81,82,2.57,NZ,1674321492
296,bonthe,7.5264,-12.505,29.28,62,9,6.37,SL,1674321682
297,qaqortoq,60.7167,-46.0333,-18.56,70,2,3.81,GL,1674321682
298,maceio,-9.6658,-35.7353,31.69,58,20,5.66,BR,1674321598
299,nikolsk,53.7189,46.0712,-9.69,84,100,3.85,RU,1674321683
300,nagtipunan,16.2167,121.6,21.46,99,100,0.83,PH,1674321683
301,bethel,41.3712,-73.414,4.72,66,100,5.14,US,1674321510
302,ondjiva,-17.0667,15.7333,22.87,70,100,3.29,AO,1674321684
303,port elizabeth,-33.918,25.5701,25.17,89,75,2.68,ZA,1674321684
304,guaduas,5.0669,-74.595,23.58,72,69,1.24,CO,1674321685
305,fare,-16.7,-151.0167,26.76,69,77,3.52,PF,1674321685
306,mandan,46.8267,-100.8896,-5.35,88,0,4.63,US,1674321424
307,baracoa,20.3467,-74.4958,28.03,59,32,3.24,CU,1674321686
308,simpang,-1.2667,104.0833,23.06,95,67,0.52,ID,1674321686
309,charters towers,-20.1,146.2667,21.78,93,56,3.25,AU,1674321686
310,san vicente,-26.6167,-54.1333,35.42,25,13,2.24,AR,1674321560
311,san antonio,29.4241,-98.4936,13.4,78,100,4.12,US,1674321441
312,kantilo,20.35,85.1833,19.7,87,4,1.39,IN,1674321559
313,okhotsk,59.3833,143.3,-26.03,76,99,6.2,RU,1674321687
314,cabo san lucas,22.8909,-109.9124,22.51,66,0,2.06,MX,1674321410
315,le port,-20.9373,55.2919,28.0,89,100,3.51,RE,1674321688
316,nizhniy kuranakh,58.8353,125.4869,-45.44,98,100,0.93,RU,1674321688
317,nouadhibou,20.931,-17.0347,20.99,60,2,7.72,MR,1674321689
318,krasnokholm,51.5979,54.1567,-15.36,86,11,2.29,RU,1674321689
319,vryburg,-26.9566,24.7284,27.78,30,74,4.76,ZA,1674321689
320,izhma,65.0083,53.9113,-4.38,93,97,3.55,RU,1674321690
321,ossora,59.2353,163.0719,-21.69,97,100,4.37,RU,1674321690
322,lac du bonnet,50.2536,-96.0612,-8.72,91,63,1.96,CA,1674321485
323,yumen,40.2833,97.2,-9.54,40,92,11.32,CN,1674321691
324,berdigestyakh,62.0989,126.6992,-48.4,100,92,1.58,RU,1674321691
325,humaita,-7.5061,-63.0208,30.02,63,51,1.84,BR,1674321691
326,alofi,-19.0595,-169.9187,23.94,94,46,2.06,NU,1674321692
327,ahipara,-35.1667,173.1667,17.44,93,74,2.15,NZ,1674321692
328,atbasar,51.8,68.3333,-18.39,81,21,1.47,KZ,1674321693
329,korla,41.7597,86.1469,-12.57,74,1,2.92,CN,1674321693
330,chengde,40.9725,117.9361,-9.86,61,17,1.44,CN,1674321693
331,nhulunbuy,-12.2333,136.7667,25.34,94,75,2.57,AU,1674321694
332,tilichiki,60.4667,166.1,-28.82,91,100,6.25,RU,1674321694
333,santa rosalia,27.3167,-112.2833,14.13,44,0,6.03,MX,1674321694
334,poum,-20.2333,164.0167,26.82,87,100,11.21,NC,1674321695
335,nanning,22.8167,108.3167,12.25,86,58,3.7,CN,1674321695
336,uporovo,56.3109,66.2693,-9.9,87,87,3.4,RU,1674321696
337,buin,-33.7333,-70.75,29.47,22,0,4.25,CL,1674321458
338,balakhninskiy,58.0106,114.2769,-49.24,99,61,1.22,RU,1674321696
339,inhambane,-23.865,35.3833,27.99,69,20,2.06,MZ,1674321696
340,saint-philippe,-21.3585,55.7679,27.77,85,100,2.21,RE,1674321697
341,abu zabad,12.35,29.25,25.95,15,6,5.15,SD,1674321697
342,nabire,-3.3667,135.4833,23.48,93,100,1.47,ID,1674321698
343,sao filipe,14.8961,-24.4956,22.35,66,5,6.86,CV,1674321698
344,zhukovka,53.534,33.728,-0.85,64,60,4.38,RU,1674321699
345,atasu,48.6814,71.6433,-18.95,99,22,2.8,KZ,1674321699
346,port moresby,-9.4431,147.1797,23.68,94,20,1.54,PG,1674321699
347,savinskiy,62.9342,40.1361,-12.98,97,20,2.17,RU,1674321700
348,namatanai,-3.6667,152.4333,26.37,83,100,1.75,PG,1674321700
349,orlik,52.5178,99.825,-35.63,98,95,0.84,RU,1674321701
350,sarangani,5.4033,125.4636,25.29,82,100,4.78,PH,1674321701
351,skibbereen,51.55,-9.2667,10.06,97,100,3.46,IE,1674321701
352,terme,41.2092,36.9739,8.96,72,47,1.54,TR,1674321702
353,masuguru,-11.3667,38.4167,22.98,98,100,1.43,TZ,1674321702
354,chiang mai,18.75,99.0,22.07,70,0,1.03,TH,1674321702
355,tiznit,29.5833,-9.5,16.32,38,0,3.41,MA,1674321703
356,batagay-alyta,67.8006,130.4114,-33.71,81,95,2.1,RU,1674321703
357,cap-aux-meules,47.3821,-61.8597,-1.97,74,75,8.75,CA,1674321703
358,erzin,36.9559,36.2,12.05,62,0,3.08,TR,1674321704
359,hammerfest,70.6634,23.6821,1.25,75,100,4.63,NO,1674321704
360,san cristobal,7.7669,-72.225,26.1,39,7,3.53,VE,1674321704
361,dukat,62.55,155.55,-40.0,100,100,2.26,RU,1674321705
362,laguna,38.421,-121.4238,8.21,85,0,0.0,US,1674321705
363,cocobeach,1.0002,9.5823,27.34,77,100,3.13,GA,1674321706
364,tifton,31.4505,-83.5085,13.08,65,99,2.22,US,1674321651
365,moree,-29.4667,149.85,22.11,63,99,7.83,AU,1674321706
366,viedma,-40.8135,-62.9967,22.37,69,80,10.57,AR,1674321706
367,pombas,17.1503,-25.0201,22.88,69,52,7.42,CV,1674321707
368,shubarkuduk,49.1447,56.4872,-11.27,74,0,3.47,KZ,1674321707
369,chimay,50.0486,4.3171,1.57,88,14,5.24,BE,1674321708
370,fatezh,52.0891,35.8632,1.1,68,100,6.12,RU,1674321708
371,chizhou,30.6578,117.4831,7.28,89,100,1.37,CN,1674321708
372,kodiak,57.79,-152.4072,-0.27,59,0,8.23,US,1674321709
373,tarko-sale,64.9225,77.785,-18.23,96,100,11.37,RU,1674321709
374,duzce,40.8389,31.1639,12.39,54,25,2.21,TR,1674321709
375,taoudenni,22.6783,-3.9836,24.39,10,22,4.45,ML,1674321710
376,jumla,29.2747,82.1838,0.99,51,0,2.37,NP,1674321710
377,korablino,53.9164,40.0133,-4.99,80,100,5.51,RU,1674321711
378,tabuk,17.4189,121.4443,21.03,89,100,0.4,PH,1674321711
379,pionerskiy,54.9508,20.2275,0.91,75,100,12.03,RU,1674321711
380,pangnirtung,66.1451,-65.7125,-20.0,71,100,1.54,CA,1674321712
381,nguruka,-5.1092,31.0419,18.9,93,100,2.22,TZ,1674321712
382,port shepstone,-30.7414,30.455,25.68,86,63,1.2,ZA,1674321712
383,nanortalik,60.1432,-45.2371,-9.77,59,0,12.15,GL,1674321713
384,hay river,60.8156,-115.7999,-7.01,93,75,3.09,CA,1674321713
385,namie,37.4833,141.0,-1.12,62,9,5.75,JP,1674321713
386,mbandaka,0.0487,18.2603,24.15,82,100,1.93,CD,1674321714
387,ngunguru,-35.6167,174.5,17.56,83,100,2.86,NZ,1674321714
388,freeport,40.6576,-73.5832,5.82,60,100,5.66,US,1674321649
389,the valley,18.217,-63.0578,27.92,69,20,6.69,AI,1674321715
390,baturaja,-4.1333,104.1667,22.75,98,94,1.0,ID,1674321715
391,arkhangelskoye,55.8549,35.3287,-2.07,79,100,3.57,RU,1674321715
392,yar-sale,66.8333,70.8333,-9.78,96,100,3.43,RU,1674321716
393,natal,-5.795,-35.2094,31.36,62,20,6.69,BR,1674321586
394,smithers,54.7804,-127.1743,1.18,93,75,1.54,CA,1674321716
395,husavik,66.0449,-17.3389,-0.91,95,100,2.46,IS,1674321716
396,shache,38.4167,77.2406,-14.44,91,6,2.17,CN,1674321717
397,gasa,31.5,34.4667,12.71,69,90,2.07,PS,1674321717
398,yermakovskoye,53.2831,92.4003,-39.26,100,54,0.47,RU,1674321717
399,chornukhy,50.2673,32.942,1.4,81,1,5.28,UA,1674321718
400,pozo colorado,-23.4923,-58.7972,40.51,21,19,4.82,PY,1674321718
401,honningsvag,70.9821,25.9704,1.86,75,100,5.66,NO,1674321718
402,kensington,-33.9167,151.2167,20.38,83,75,3.09,AU,1674321719
403,riyadh,24.6877,46.7219,15.08,44,11,3.75,SA,1674321676
404,mahibadhoo,3.7833,72.9667,26.55,73,99,6.97,MV,1674321719
405,bambanglipuro,-7.95,110.2833,24.89,88,100,2.54,ID,1674321720
406,chernyshevskiy,63.0128,112.4714,-48.27,100,62,0.78,RU,1674321720
407,itoman,26.1247,127.6694,19.01,68,20,3.6,JP,1674321720
408,palora,-1.7,-77.9333,21.06,79,100,0.73,EC,1674321721
409,greymouth,-42.4667,171.2,14.76,81,96,3.25,NZ,1674321721
410,rocha,-34.4833,-54.3333,27.06,68,100,3.53,UY,1674321722
411,mashpee,41.6484,-70.4811,2.74,89,100,4.12,US,1674321722
412,ljungby,56.8332,13.9408,-1.77,92,7,3.16,SE,1674321723
413,lorengau,-2.0226,147.2712,26.57,81,100,0.84,PG,1674321723
414,mecca,21.4267,39.8261,24.83,67,1,4.05,SA,1674321697
415,dickinson,29.4608,-95.0513,12.86,92,100,4.63,US,1674321724
416,hluti,-27.2167,31.6167,25.5,49,99,3.45,SZ,1674321724
417,kargat,55.1956,80.2811,-29.36,91,99,2.8,RU,1674321724
418,maragogi,-9.0122,-35.2225,28.71,60,10,4.65,BR,1674321725
419,lumberton,34.6182,-79.0086,10.18,43,0,2.57,US,1674321671
420,belaya gora,68.5333,146.4167,-40.76,100,81,1.39,RU,1674321726
421,walvis bay,-22.9575,14.5053,21.17,69,56,8.3,NA,1674321726
422,luena,-11.7833,19.9167,19.33,86,99,1.85,AO,1674321727
423,khani,41.9563,42.9566,3.76,70,62,2.44,GE,1674321727
424,zabid,14.1951,43.3152,26.01,60,1,7.14,YE,1674321727
425,mazagao,-0.115,-51.2894,27.91,76,53,2.41,BR,1674321728
426,halifax,44.6453,-63.5724,0.0,81,100,10.29,CA,1674321597
427,darhan,49.4867,105.9228,-30.32,90,100,1.56,MN,1674321728
428,tazovskiy,67.4667,78.7,-19.26,95,100,8.52,RU,1674321729
429,formosa,-26.1775,-58.1781,39.99,35,75,7.72,AR,1674321730
430,yulara,-25.2406,130.9889,24.73,24,3,5.1,AU,1674321730
431,reconquista,-29.15,-59.65,33.84,38,99,4.85,AR,1674321730
432,boa vista,2.8197,-60.6733,29.99,54,75,5.14,BR,1674321731
433,teberda,43.4456,41.7448,3.77,54,100,1.22,RU,1674321731
434,hirara,24.8,125.2833,20.17,75,100,8.42,JP,1674321731
435,goundi,9.3627,17.366,30.88,13,35,1.71,TD,1674321732
436,longyearbyen,78.2186,15.6401,-4.09,74,75,5.14,SJ,1674321733
437,aksarka,66.5606,67.7975,-6.47,96,100,2.75,RU,1674321733
438,aquiraz,-3.9014,-38.3911,31.05,72,91,4.05,BR,1674321734
439,vardo,70.3705,31.1107,-0.4,83,13,8.14,NO,1674321734
440,sisimiut,66.9395,-53.6735,-24.73,98,99,4.83,GL,1674321734
441,beloha,-25.1667,45.05,24.83,84,89,7.15,MG,1674321735
442,guerrero negro,27.9769,-114.0611,14.18,49,0,0.95,MX,1674321735
443,port augusta,-32.5,137.7667,18.84,66,0,5.99,AU,1674321736
444,moron,-34.6534,-58.6198,30.01,57,50,4.47,AR,1674321736
445,daru,-9.0763,143.2092,24.72,92,100,3.6,PG,1674321736
446,seydisehir,37.4193,31.8453,5.75,74,36,1.18,TR,1674321737
447,bubaque,11.2833,-15.8333,24.79,60,0,7.52,GW,1674321497
448,volovo,48.5246,23.5056,-1.94,93,60,2.51,UA,1674321737
449,yenagoa,4.9247,6.2642,31.43,54,57,5.26,NG,1674321738
450,horta,38.5333,-28.6333,17.8,87,40,5.14,PT,1674321631
451,benguela,-12.5763,13.4055,26.36,76,100,2.71,AO,1674321739
452,santa vitoria do palmar,-33.5189,-53.3681,25.89,71,100,2.14,BR,1674321739
453,moquegua,-17.1956,-70.9353,23.62,49,8,4.32,PE,1674321739
454,broken hill,-31.95,141.4333,20.44,63,0,3.95,AU,1674321740
455,atikokan,48.7555,-91.6216,-8.24,90,100,2.86,CA,1674321740
456,smirnykh,49.75,142.8333,-23.33,81,98,4.81,RU,1674321741
457,isla vista,34.4133,-119.861,15.19,63,0,1.54,US,1674321741
458,lasa,46.6166,10.7002,-1.51,93,92,4.12,IT,1674321741
459,sitio novo do tocantins,-5.5183,-47.4611,31.96,66,75,4.63,BR,1674321742
460,sangar,63.9242,127.4739,-48.31,99,96,1.23,RU,1674321742
461,guiratinga,-16.3494,-53.7583,28.42,64,97,3.7,BR,1674321567
462,richards bay,-28.783,32.0377,26.14,74,27,6.19,ZA,1674321743
463,hailar,49.2,119.7,-41.13,100,51,0.51,CN,1674321743
464,hailey,43.5196,-114.3153,-11.67,92,75,3.09,US,1674321743
465,saint stephen,50.3333,-4.9,7.24,81,20,5.66,GB,1674321744
466,banepa,27.6298,85.5214,7.18,61,20,1.03,NP,1674321744
467,yarovoye,52.9273,78.58,-28.2,94,54,3.21,RU,1674321745
468,gisborne,-38.6533,178.0042,16.97,84,100,0.67,NZ,1674321745
469,hoa binh,20.8133,105.3383,15.14,84,0,1.53,VN,1674321745
470,wuwei,37.9281,102.6414,-7.52,33,53,2.39,CN,1674321746
471,machico,32.7,-16.7667,20.4,81,75,7.2,PT,1674321746
472,rockland,41.1668,-74.0496,4.42,66,7,2.24,US,1674321696
473,kachug,53.9606,105.8817,-37.99,99,100,0.93,RU,1674321747
474,harper,4.375,-7.7169,28.68,67,84,4.91,LR,1674321747
475,guhagar,17.4842,73.1929,20.1,77,0,2.93,IN,1674321747
476,altay,47.8667,88.1167,-23.34,80,88,3.1,CN,1674321748
477,kenai,60.5544,-151.2583,-2.7,82,20,2.06,US,1674321748
478,can,40.0333,27.0524,10.19,84,80,1.22,TR,1674321748
479,rubiataba,-15.1644,-49.8033,25.64,77,70,3.25,BR,1674321749
480,luwuk,-0.9516,122.7875,25.06,85,100,1.86,ID,1674321749
481,cay,38.5917,31.0286,7.43,68,69,1.5,TR,1674321750
482,mosquera,4.7059,-74.2302,18.05,48,75,2.06,CO,1674321750
483,necochea,-38.5473,-58.7368,26.08,50,51,7.88,AR,1674321750
484,liuzhou,24.3126,109.3892,14.23,64,100,1.15,CN,1674321751
485,pemba,-12.974,40.5178,24.39,100,75,4.63,MZ,1674321751
486,molina,-35.1167,-71.2833,28.54,34,0,2.06,CL,1674321751
487,khuzhir,53.1939,107.3397,-28.44,72,98,3.08,RU,1674321752
488,inirida,3.8653,-67.9239,31.08,54,14,0.47,CO,1674321752
489,waipawa,-41.4122,175.5153,10.46,92,2,2.68,NZ,1674321752
490,sakiai,54.9547,23.0358,0.27,85,100,7.06,LT,1674321753
491,bud,39.447,-86.1758,0.51,84,9,2.24,US,1674321753
492,lloret de mar,41.6999,2.8457,9.94,37,32,1.79,ES,1674321753
493,ailigandi,9.2333,-78.0167,27.69,70,20,3.83,PA,1674321754
494,salinopolis,-0.6136,-47.3561,28.07,71,53,4.95,BR,1674321754
495,marrakesh,31.6315,-8.0083,19.04,42,40,3.09,MA,1674321552
496,sioux lookout,50.1001,-91.917,-5.96,86,100,5.14,CA,1674321755
497,perth,-31.9333,115.8333,30.1,49,0,0.0,AU,1674321559
498,ola,59.5833,151.2833,-27.47,83,99,4.0,RU,1674321755
499,belvidere,42.2639,-88.8443,-2.55,93,100,2.68,US,1674321756
500,veinticinco de mayo,-35.4323,-60.1727,29.99,57,1,3.58,AR,1674321756
501,margate,51.3813,1.3862,5.39,77,17,1.34,GB,1674321535
502,meadow lake,34.8014,-106.5436,1.7,51,87,5.55,US,1674321757
503,kemijarvi,66.7131,27.4306,-17.19,100,75,1.62,FI,1674321757
504,paka,4.6374,103.4368,25.96,89,100,3.09,MY,1674321652
505,agadir,30.4202,-9.5982,18.25,52,0,3.55,MA,1674321474
506,west wendover,40.7391,-114.0733,-6.44,73,0,0.0,US,1674321758
507,tari,12.4086,4.4914,32.45,13,0,2.48,NG,1674321758
508,thinadhoo,0.5333,72.9333,27.28,69,40,7.77,MV,1674321758
509,balabac,7.9868,117.0645,26.85,82,99,7.79,PH,1674321759
510,apac,1.9756,32.5386,28.16,21,81,2.03,UG,1674321759
511,caravelas,-17.7125,-39.2481,25.94,83,100,3.41,BR,1674321759
512,otane,-39.8833,176.6333,16.12,91,94,0.79,NZ,1674321760
513,kobayashi,31.9833,130.9833,0.43,91,5,1.09,JP,1674321760
514,centralia,46.7162,-122.9543,1.78,97,68,0.45,US,1674321761
515,talara,-4.5772,-81.2719,31.42,45,0,4.63,PE,1674321761
516,sokolo,14.7328,-6.1219,33.82,8,0,1.01,ML,1674321761
517,bandarbeyla,9.4942,50.8122,23.97,69,13,9.07,SO,1674321762
518,lompoc,34.6391,-120.4579,9.91,76,0,3.6,US,1674321621
519,zlobin,45.2924,14.6541,-0.23,64,40,18.52,HR,1674321762
520,bosobolo,4.1833,19.9,29.17,23,100,0.6,CD,1674321762
521,raga,8.4596,25.678,27.69,18,82,1.94,SS,1674321763
522,truckee,39.328,-120.1833,2.76,66,4,0.84,US,1674321763
523,ust-kuyga,70.0167,135.6,-44.91,100,99,3.36,RU,1674321764
524,dongsheng,39.8161,109.9776,-11.22,60,37,4.98,CN,1674321764
525,malanje,-9.5402,16.341,19.76,88,92,2.73,AO,1674321765
526,senj,44.9894,14.9058,4.53,81,100,15.33,HR,1674321765
527,astana,51.1801,71.446,-22.03,77,0,2.0,KZ,1674321663
528,sept-iles,50.2001,-66.3821,-4.71,46,20,2.06,CA,1674321749
529,roma,43.2128,-75.4557,0.94,81,100,2.06,US,1674321558
530,vanimo,-2.6741,141.3028,24.99,90,98,1.49,PG,1674321766
531,chipinge,-20.1883,32.6236,20.61,69,87,2.06,ZW,1674321766
532,ayagoz,47.9714,80.4392,-22.48,99,63,4.31,KZ,1674321766
533,port macquarie,-31.4333,152.9167,16.61,74,100,0.67,AU,1674321767
534,katsuura,35.1333,140.3,5.06,65,65,4.52,JP,1674321767
535,kinshasa,-4.3246,15.3215,25.9,79,100,1.75,CD,1674321482
536,yaring,6.8662,101.3689,24.42,87,95,2.87,TH,1674321768
537,coahuayana,18.7333,-103.6833,28.04,56,6,1.56,MX,1674321768
538,sur,22.5667,59.5289,19.61,59,20,4.06,OM,1674321769
539,touros,-5.1989,-35.4608,29.99,60,34,5.64,BR,1674321769
540,tammisaari,59.9736,23.4339,-1.72,98,72,2.25,FI,1674321769
541,akyab,20.15,92.9,19.95,62,6,4.43,MM,1674321770
542,vila franca do campo,37.7167,-25.4333,15.23,62,68,2.89,PT,1674321770
543,cardoso,-20.0819,-49.9142,27.61,70,59,4.55,BR,1674321770
544,honjo,36.2333,139.1833,-0.74,46,4,2.74,JP,1674321771
545,kiri buru,22.0833,85.35,17.84,45,16,1.26,IN,1674321771
546,palmerston,-12.486,130.9833,26.99,81,100,1.54,AU,1674321772
547,morgan city,29.6994,-91.2068,12.79,76,100,6.69,US,1674321772
548,sabinas hidalgo,26.5,-100.1667,19.59,73,84,0.98,MX,1674321772
549,waingapu,-9.6567,120.2641,24.97,80,5,2.63,ID,1674321773
550,san francisco,37.7749,-122.4194,9.7,74,20,2.24,US,1674321481
551,komsomolskiy,40.4272,71.7189,-6.6,79,91,2.06,UZ,1674321773
552,pathein,16.7833,94.7333,19.27,68,1,3.09,MM,1674321774
553,dondo,-19.6094,34.7431,28.73,78,85,2.62,MZ,1674321774
554,palu,-0.8917,119.8707,24.06,94,100,0.55,ID,1674321592
555,zongolica,18.6667,-96.9833,25.13,47,62,1.6,MX,1674321776
556,roald,62.5833,6.1333,7.51,29,0,7.72,NO,1674321776
557,sabang,5.8933,95.3214,24.41,89,100,5.62,ID,1674321776
558,requena,39.4883,-1.1004,7.11,34,0,5.43,ES,1674321777
559,ryotsu,38.0833,138.4333,1.17,63,78,0.54,JP,1674321777
560,quesnel,52.9999,-122.5029,-1.72,93,100,1.03,CA,1674321777
561,aksu,41.1231,80.2644,-14.59,81,1,2.23,CN,1674321778
562,bakel,14.905,-12.4568,33.17,13,30,3.13,SN,1674321778
563,kiunga,-6.1219,141.2906,22.55,99,99,1.01,PG,1674321778
564,marawi,7.9986,124.2928,19.14,96,91,1.58,PH,1674321779
565,moratuwa,6.773,79.8816,25.15,76,99,5.32,LK,1674321779
